HBName,DailyPositive,CumulativePositive,datevar,rna_value,weekday,day,NHS_Borders,NHS_Dumfries_and_Galloway,NHS_Fife,NHS_Forth_Valley,NHS_Grampian,NHS_Greater_Glasgow_and_Clyde,NHS_Highland,NHS_Lanarkshire,NHS_Lothian,NHS_Orkney,NHS_Shetland,NHS_Tayside,NHS_Western_Isles
NHS Ayrshire and Arran,450,85079,21-Jan-22,40026,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,98,18385,21-Jan-22,69066.11335,6,Fri,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,183,26544,21-Jan-22,231210.9725,6,Fri,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,585,78725,21-Jan-22,157850.5053,6,Fri,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,440,69956,21-Jan-22,86094.49796,6,Fri,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,864,99337,21-Jan-22,196692.331,6,Fri,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1291,308331,21-Jan-22,60060.80164,6,Fri,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,296,47382,21-Jan-22,45713.45756,6,Fri,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,750,182108,21-Jan-22,152454.0876,6,Fri,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1057,198313,21-Jan-22,182452.4465,6,Fri,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,16,1882,21-Jan-22,14609,6,Fri,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,28,1882,21-Jan-22,6697,6,Fri,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,590,83626,21-Jan-22,102283.2629,6,Fri,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,11,2566,21-Jan-22,658,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,381,85460,22-Jan-22,40026,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,79,18464,22-Jan-22,69066.11335,7,Sat,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,195,26739,22-Jan-22,231210.9725,7,Sat,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,540,79265,22-Jan-22,157850.5053,7,Sat,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,345,70301,22-Jan-22,86094.49796,7,Sat,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,825,100162,22-Jan-22,196692.331,7,Sat,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1121,309452,22-Jan-22,60060.80164,7,Sat,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,300,47682,22-Jan-22,45713.45756,7,Sat,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,675,182783,22-Jan-22,152454.0876,7,Sat,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1111,199424,22-Jan-22,182452.4465,7,Sat,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,6,1888,22-Jan-22,14609,7,Sat,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,12,1894,22-Jan-22,6697,7,Sat,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,514,84140,22-Jan-22,102283.2629,7,Sat,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,13,2579,22-Jan-22,658,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,474,85934,23-Jan-22,40026,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,110,18574,23-Jan-22,69066.11335,1,Sun,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,236,26975,23-Jan-22,231210.9725,1,Sun,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,676,79941,23-Jan-22,157850.5053,1,Sun,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,428,70729,23-Jan-22,86094.49796,1,Sun,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,997,101159,23-Jan-22,196692.331,1,Sun,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1367,310819,23-Jan-22,60060.80164,1,Sun,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,343,48025,23-Jan-22,45713.45756,1,Sun,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,830,183613,23-Jan-22,152454.0876,1,Sun,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1295,200719,23-Jan-22,182452.4465,1,Sun,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,13,1901,23-Jan-22,14609,1,Sun,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,23,1917,23-Jan-22,6697,1,Sun,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,555,84695,23-Jan-22,102283.2629,1,Sun,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,13,2592,23-Jan-22,658,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,600,86534,24-Jan-22,34983.2094,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,160,18734,24-Jan-22,658,2,Mon,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,297,27272,24-Jan-22,231210.9725,2,Mon,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,838,80779,24-Jan-22,111525.0462,2,Mon,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,581,71310,24-Jan-22,48455.61271,2,Mon,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,1286,102445,24-Jan-22,122631,2,Mon,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1744,312563,24-Jan-22,73791.3985,2,Mon,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,486,48511,24-Jan-22,62602,2,Mon,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,1040,184653,24-Jan-22,106618.3346,2,Mon,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1657,202376,24-Jan-22,113105.0883,2,Mon,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,20,1921,24-Jan-22,14609,2,Mon,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,39,1956,24-Jan-22,6697,2,Mon,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,732,85427,24-Jan-22,96019.21541,2,Mon,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,11,2603,24-Jan-22,658,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,520,87054,25-Jan-22,44401,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,127,18861,25-Jan-22,658,3,Tue,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,246,27518,25-Jan-22,231210.9725,3,Tue,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,672,81451,25-Jan-22,326046,3,Tue,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,538,71848,25-Jan-22,48455.61271,3,Tue,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,1220,103665,25-Jan-22,122631,3,Tue,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1567,314130,25-Jan-22,158015.8071,3,Tue,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,404,48915,25-Jan-22,111312,3,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,921,185574,25-Jan-22,196850.3565,3,Tue,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1491,203867,25-Jan-22,119064,3,Tue,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,23,1944,25-Jan-22,14609,3,Tue,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,25,1981,25-Jan-22,6697,3,Tue,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,684,86111,25-Jan-22,96019.21541,3,Tue,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,16,2619,25-Jan-22,658,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,562,87616,26-Jan-22,45727.94679,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,125,18986,26-Jan-22,86128.86611,4,Wed,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,233,27751,26-Jan-22,231210.9725,4,Wed,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,714,82165,26-Jan-22,191567,4,Wed,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,508,72356,26-Jan-22,44497.28403,4,Wed,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,1087,104752,26-Jan-22,167674,4,Wed,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1480,315610,26-Jan-22,136220.3687,4,Wed,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,387,49302,26-Jan-22,111312,4,Wed,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,872,186446,26-Jan-22,196850.3565,4,Wed,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1475,205342,26-Jan-22,154256,4,Wed,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,22,1966,26-Jan-22,14609,4,Wed,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,19,2000,26-Jan-22,6697,4,Wed,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,684,86795,26-Jan-22,136861.9204,4,Wed,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,16,2635,26-Jan-22,658,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,448,88064,27-Jan-22,36299,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,114,19100,27-Jan-22,86128.86611,5,Thu,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,202,27953,27-Jan-22,30606,5,Thu,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,574,82739,27-Jan-22,39225.04053,5,Thu,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,435,72791,27-Jan-22,42797.78916,5,Thu,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,975,105727,27-Jan-22,200064.0034,5,Thu,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1355,316965,27-Jan-22,82441.25181,5,Thu,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,296,49598,27-Jan-22,20161.48619,5,Thu,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,805,187251,27-Jan-22,196850.3565,5,Thu,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1285,206627,27-Jan-22,59057.04267,5,Thu,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,18,1984,27-Jan-22,14609,5,Thu,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,39,2039,27-Jan-22,6697,5,Thu,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,556,87351,27-Jan-22,58643.48168,5,Thu,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,7,2642,27-Jan-22,658,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,418,88482,28-Jan-22,32791,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,116,19216,28-Jan-22,53644.69957,6,Fri,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,215,28168,28-Jan-22,118585.8941,6,Fri,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,577,83316,28-Jan-22,53643,6,Fri,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,373,73164,28-Jan-22,92815.49595,6,Fri,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,918,106645,28-Jan-22,99314.21186,6,Fri,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1221,318186,28-Jan-22,70121.05008,6,Fri,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,285,49883,28-Jan-22,20161.48619,6,Fri,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,644,187895,28-Jan-22,143061.4265,6,Fri,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1224,207851,28-Jan-22,196167.2447,6,Fri,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,21,2005,28-Jan-22,14609,6,Fri,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,26,2065,28-Jan-22,6697,6,Fri,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,546,87897,28-Jan-22,132370.8444,6,Fri,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,13,2655,28-Jan-22,658,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,310,88792,29-Jan-22,32791,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,114,19330,29-Jan-22,53644.69957,7,Sat,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,138,28306,29-Jan-22,118585.8941,7,Sat,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,465,83781,29-Jan-22,53643,7,Sat,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,309,73473,29-Jan-22,92815.49595,7,Sat,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,756,107401,29-Jan-22,99314.21186,7,Sat,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,968,319154,29-Jan-22,70121.05008,7,Sat,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,254,50137,29-Jan-22,20161.48619,7,Sat,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,623,188518,29-Jan-22,143061.4265,7,Sat,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1058,208909,29-Jan-22,196167.2447,7,Sat,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,15,2020,29-Jan-22,14609,7,Sat,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,32,2097,29-Jan-22,6697,7,Sat,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,440,88337,29-Jan-22,132370.8444,7,Sat,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,10,2665,29-Jan-22,658,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,428,89220,30-Jan-22,32791,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,149,19479,30-Jan-22,53644.69957,1,Sun,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,203,28509,30-Jan-22,118585.8941,1,Sun,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,611,84392,30-Jan-22,53643,1,Sun,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,385,73858,30-Jan-22,92815.49595,1,Sun,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,946,108347,30-Jan-22,99314.21186,1,Sun,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1172,320326,30-Jan-22,70121.05008,1,Sun,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,294,50431,30-Jan-22,20161.48619,1,Sun,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,768,189286,30-Jan-22,143061.4265,1,Sun,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1352,210261,30-Jan-22,196167.2447,1,Sun,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,41,2061,30-Jan-22,14609,1,Sun,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,30,2127,30-Jan-22,6697,1,Sun,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,574,88911,30-Jan-22,132370.8444,1,Sun,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,5,2670,30-Jan-22,658,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,521,89741,31-Jan-22,52089.49948,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,153,19632,31-Jan-22,17720,2,Mon,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,263,28772,31-Jan-22,118585.8941,2,Mon,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,814,85206,31-Jan-22,145912.6226,2,Mon,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,468,74326,31-Jan-22,100198.6365,2,Mon,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,1170,109517,31-Jan-22,209504.028,2,Mon,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1617,321943,31-Jan-22,83850.09514,2,Mon,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,423,50854,31-Jan-22,64128.58374,2,Mon,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,901,190187,31-Jan-22,192456.8926,2,Mon,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1731,211992,31-Jan-22,220351.5169,2,Mon,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,31,2092,31-Jan-22,34888,2,Mon,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,33,2160,31-Jan-22,6697,2,Mon,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,792,89703,31-Jan-22,133365.8248,2,Mon,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,12,2682,31-Jan-22,658,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,474,90215,01-Feb-22,70173,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,154,19786,01-Feb-22,51147.48319,3,Tue,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,212,28984,01-Feb-22,118585.8941,3,Tue,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,740,85946,01-Feb-22,145912.6226,3,Tue,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,444,74770,01-Feb-22,214057.2044,3,Tue,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,1151,110668,01-Feb-22,221358.7396,3,Tue,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1439,323382,01-Feb-22,93214.87593,3,Tue,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,380,51234,01-Feb-22,48581.64403,3,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,792,190979,01-Feb-22,162129,3,Tue,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1726,213718,01-Feb-22,122592.3443,3,Tue,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,42,2134,01-Feb-22,34888,3,Tue,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,61,2221,01-Feb-22,6697,3,Tue,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,787,90490,01-Feb-22,148066,3,Tue,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,10,2692,01-Feb-22,658,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,460,90675,02-Feb-22,22310.78406,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,147,19933,02-Feb-22,25343.4403,4,Wed,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,173,29157,02-Feb-22,82432.25323,4,Wed,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,672,86618,02-Feb-22,48926.02622,4,Wed,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,465,75235,02-Feb-22,25128.30031,4,Wed,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,1046,111714,02-Feb-22,225321.5837,4,Wed,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1408,324790,02-Feb-22,47498.99538,4,Wed,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,308,51542,02-Feb-22,27406.83241,4,Wed,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,827,191806,02-Feb-22,228004.8453,4,Wed,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1652,215370,02-Feb-22,71894.815,4,Wed,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,36,2170,02-Feb-22,34888,4,Wed,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,71,2292,02-Feb-22,6697,4,Wed,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,691,91181,02-Feb-22,223779.8917,4,Wed,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,17,2709,02-Feb-22,658,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,351,91026,03-Feb-22,43195.69058,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,151,20084,03-Feb-22,22279.8587,5,Thu,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,179,29336,03-Feb-22,10503,5,Thu,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,519,87137,03-Feb-22,201188.8203,5,Thu,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,382,75617,03-Feb-22,62650.57527,5,Thu,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,1004,112718,03-Feb-22,89327.56343,5,Thu,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1328,326118,03-Feb-22,80450.80942,5,Thu,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,357,51899,03-Feb-22,57576,5,Thu,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,687,192493,03-Feb-22,228004.8453,5,Thu,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1477,216847,03-Feb-22,84586,5,Thu,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,26,2196,03-Feb-22,50839,5,Thu,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,48,2340,03-Feb-22,6697,5,Thu,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,648,91829,03-Feb-22,69915.0085,5,Thu,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,22,2731,03-Feb-22,658,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,324,91350,04-Feb-22,54367.72704,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,133,20217,04-Feb-22,112699.1104,6,Fri,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,139,29475,04-Feb-22,95191.30132,6,Fri,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,453,87590,04-Feb-22,351659,6,Fri,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,335,75952,04-Feb-22,98757.43257,6,Fri,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,853,113571,04-Feb-22,373041.6654,6,Fri,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,966,327084,04-Feb-22,127888.0538,6,Fri,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,286,52185,04-Feb-22,94060,6,Fri,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,628,193121,04-Feb-22,164997.6729,6,Fri,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1253,218100,04-Feb-22,164926.7409,6,Fri,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,17,2213,04-Feb-22,50839,6,Fri,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,44,2384,04-Feb-22,6697,6,Fri,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,527,92356,04-Feb-22,297624.0669,6,Fri,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,14,2745,04-Feb-22,658,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,244,91594,05-Feb-22,54367.72704,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,103,20320,05-Feb-22,112699.1104,7,Sat,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,130,29605,05-Feb-22,95191.30132,7,Sat,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,410,88000,05-Feb-22,351659,7,Sat,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,295,76247,05-Feb-22,98757.43257,7,Sat,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,691,114262,05-Feb-22,373041.6654,7,Sat,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,910,327994,05-Feb-22,127888.0538,7,Sat,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,282,52467,05-Feb-22,94060,7,Sat,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,584,193705,05-Feb-22,164997.6729,7,Sat,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1111,219211,05-Feb-22,164926.7409,7,Sat,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,20,2233,05-Feb-22,50839,7,Sat,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,47,2431,05-Feb-22,6697,7,Sat,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,447,92803,05-Feb-22,297624.0669,7,Sat,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,13,2758,05-Feb-22,658,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,331,91925,06-Feb-22,54367.72704,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,93,20413,06-Feb-22,112699.1104,1,Sun,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,149,29754,06-Feb-22,95191.30132,1,Sun,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,449,88449,06-Feb-22,351659,1,Sun,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,353,76600,06-Feb-22,98757.43257,1,Sun,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,712,114974,06-Feb-22,373041.6654,1,Sun,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1143,329137,06-Feb-22,127888.0538,1,Sun,0,0,0,0,0,1,0,0,0,0,0,0,0
